ConstituentID,DisplayName,ArtistBio,Nationality,Gender,BeginDate,EndDate,Count of Work
1,Robert Arneson,"American, 1930–1992",American,Male,1930,1992,2
2,Doroteo Arnaiz,"Spanish, born 1936",Spanish,Male,1936,0,1
3,Bill Arnold,"American, born 1941",American,Male,1941,0,26
4,Charles Arnoldi,"American, born 1946",American,Male,1946,0,1
5,Per Arnoldi,"Danish, born 1941",Danish,Male,1941,0,18
6,Danilo Aroldi,"Italian, born 1925",Italian,Male,1925,0,0
7,Bill Aron,"American, born 1941",American,Male,1941,0,1
9,David Aronson,"American, born Lithuania 1923",American,Male,1923,0,1
10,Irene Aronson,"American, born Germany 1918",American,Female,1918,0,1
11,Jean (Hans) Arp,"French, born Germany (Alsace). 1886–1966",French,Male,1886,1966,218
12,Jüri Arrak,"Estonian, born 1936",Estonian,Male,1936,0,1
13,J. Arrelano Fischer,"Mexican, 1911–1995",Mexican,Male,1911,1995,1
15,Folke Arstrom,"Swedish, 1907–1997",Swedish,Male,1907,1997,1
16,Cristobal Arteche,"Spanish, 1900–1964",Spanish,Male,1900,1964,1
18,Artko,,,,0,0,1
19,Richard Artschwager,"American, 1923–2013",American,Male,1923,2013,54
21,Ruth Asawa,"American, 1926–2013",American,Female,1926,2013,56
22,Isidora Aschheim,Israeli,Israeli,Female,0,0,1
23,Charles Robert Ashbee,"British, 1863–1942",British,Male,1863,1942,1
24,Donald Ashcraft,"American, born 1927",American,Male,1927,0,1
25,E. M. Ashe,"American, 1867–1941",American,Male,1867,1941,1
26,Göran Åslin,"Swedish, born 1940",Swedish,,1940,0,2
27,Erik Gunnar Asplund,"Swedish, 1885–1940",Swedish,Male,1885,1940,33
28,Geneviève Asse,"French, born 1923",French,Female,1923,0,50
30,Sergio Asti,"Italian, born 1926",Italian,Male,1926,0,7
31,Dana Atchley,"American, 1941–2000",American,Female,1941,2000,7
32,Atelier Eggers,French,French,,0,0,1
33,A.A.P.,American,American,,0,0,1
34,Alvar Aalto,"Finnish, 1898–1976",Finnish,Male,1898,1976,40
35,Aino Aalto,"Finnish, 1894–1949",Finnish,Female,1894,1949,1
36,Eero Aarnio,"Finnish, born 1932",Finnish,Male,1932,0,2
37,Jules Aarons,"American, 1921–2008",American,Male,1921,2008,2
38,Magdalena Abakanowicz,"Polish, 1930–2017",Polish,Female,1930,2017,6
39,James Abbe,"American, 1883–1973",American,Male,1883,1973,1
40,Jussuf Abbo,"Palestinian, 1888–1953",Palestinian,Male,1888,1953,2
41,Berenice Abbott,"American, 1898–1991",American,Female,1898,1991,78
42,Nobuya Abe,"Japanese, 1913–1971",Japanese,Male,1913,1971,2
43,Abe Shiro (pen Name: Suichiku),"Japanese, born 1900",Japanese,Male,1900,0,1
44,Robert Abel,"American, born 1937",American,Male,1937,0,0
46,Sigmund Abeles,"American, born 1934",American,Male,1934,0,1
47,Raimund Abraham,"American, born Austria. 1933–2010",American,Male,1933,2010,20
49,Ivor Abrahams,"British, born 1935",British,Male,1935,0,1
50,Gerald Abramovitz,"British, born South Africa. 1928–2011",British,Male,1928,2011,1
51,William Ross Abrams,"American, 1920–2007",American,Male,1920,2007,1
52,Rodolfo Abularach,"Guatemalan, born 1933",Guatemalan,Male,1933,0,42
53,Vito Acconci,"American, 1940–2017",American,Male,1940,2017,61
54,Milton Ackoff,"American, born 1915",American,Male,1915,0,2
55,Norman Ackroyd,British,British,Male,0,0,3
56,Luis Alberto Acuña,"Colombian, 1904–1994",Colombian,Male,1904,1994,1
57,Henri Georges Adam,"French, 1904–1967",French,Male,1904,1967,17
58,Antoine Samuel Adam-Salomon,"French, 1818–1881",French,Male,1818,1881,4
59,Valerio Adami,"Italian, born 1935",Italian,Male,1935,0,4
60,Ansel Adams,"American, 1902–1984",American,Male,1902,1984,288
61,Alice Adams,"American, born 1930",American,Female,1930,0,2
62,Clinton Adams,"American, 1918–2002",American,Male,1918,2002,62
63,Dacres Adams,"British, 1864–1951",British,Male,1864,1951,1
64,Dennis Adams,"American, born 1948",American,Male,1948,0,1
65,Kenneth M. Adams,"American, 1897–1966",American,Male,1897,1966,1
66,Robert Adams,"American, born 1937",American,Male,1937,0,72
67,Shelby Lee Adams,"American, born 1950",American,Male,1950,0,1
68,Charles Addams,"American, 1912–1988",American,Male,1912,1988,3
69,Allan Adler,"American, 1916–2002",American,Male,1916,2002,1
70,Jankel Adler,"Polish, 1895–1949",Polish,Male,1895,1949,1
71,Virginia Admiral,"American, 1915–2000",American,Female,1915,2000,1
72,Pic Adrian,"Romanian, born 1910",Romanian,Male,1910,0,11
74,Roy Adzak,"British, 1927–1987",British,Male,1927,1987,1
76,Nicholas Africano,"American, born 1948",American,Male,1948,0,2
77,Afro (Afro Basaldella),"Italian, 1912–1976",Italian,Male,1912,1976,3
78,Aftograf,Russian,Russian,,0,0,1
79,Agam (Yaacov Agam),"Israeli, born 1928",Israeli,Male,1928,0,3
80,Mehemed Fehmy Agha,"American, born Russia. 1896–1978",American,Male,1896,1978,1
81,Kathleen Agnoli,"American, born 1945",American,Female,1945,0,2
82,Peter Agostini,"American, 1913–1993",American,Male,1913,1993,1
83,Olympe Aguado de las Marismas,"French, 1827–1894",French,Male,1827,1894,3
84,Dongkuk S. Ahn,"American, 1937–2013",American,Male,1937,2013,1
85,Aarne Aho,"Finnish, 1904–1978",Finnish,Male,1904,1978,1
86,Otl Aicher (also known as Otto Aicher),"German, 1922–1991",German,Male,1922,1991,36
87,Lucien Aigner,"American, born Hungary. 1901–1999",American,Male,1901,1999,2
88,Gregory Ain,"American, 1908–1988",American,Male,1908,1988,1
89,Edgar Ainsworth,"British, 1906–1975",British,Male,1906,1975,3
91,Roberto Aizenberg,"Argentine, 1928–1996",Argentine,Male,1928,1996,2
92,Kinji Akagawa,"Japanese, born 1940",Japanese,Male,1940,0,7
93,Ryoji Akiyama,"Japanese, born 1942",Japanese,Male,1942,0,10
94,Munira Al-Kazi,"Kuwaiti, born 1939",Kuwaiti,Female,1939,0,1
95,Alastair (Hans H. Voight),"German, 1887–1969",German,Male,1887,1969,1
96,Anni Albers,"American, born Germany. 1899–1994",American,Female,1899,1994,198
97,Josef Albers,"American, born Germany. 1888–1976",American,Male,1888,1976,291
98,Beatrice Albert,American,American,Female,0,0,1
99,Joan Albert,"American, 1943–2012",American,Female,1943,2012,6
100,Ivan LeLorraine Albright,"American, 1897–1983",American,Male,1897,1983,6
101,Album-miscellaneous,Various,,,0,0,385
103,Albert Alcalay,"American, 1917–2008",American,Male,1917,2008,1
104,L. (Alfred Lewin Copley) Alcopley,"American, born Germany. 1910–1992",American,Male,1910,1992,12
105,A. Alcorn,American,American,,0,0,1
106,Alan Aldridge,"British, born 1943",British,Male,1943,0,1
107,Pierre Alechinsky,"Belgian, born 1927",Belgian,Male,1927,0,428
108,Peter Alexander,"American, 1939–2020",American,Male,1939,2020,16
111,Carlo Alfano,Italian,Italian,Male,0,0,5
112,José R. Alicea,"American, born Puerto Rico 1928",American,Male,1928,0,4
113,Leopoldo and Guiseppe Alinari,Italian,Italian,,0,0,3
114,James Alinder,"American, born 1941",American,Male,1941,0,2
115,Yves Alix,"French, 1890–1969",French,Male,1890,1969,2
116,Wobbe Alkema,"Dutch, 1900–1984",Dutch,Male,1900,1984,4
117,William Allan,"American, born 1936",American,Male,1936,0,1
118,Alexander Alland,"American, born Russia. 1902–1989",American,Male,1902,1989,3
119,Harry Allen,"American, born 1964",American,Male,1964,0,6
120,Terry Allen,"American, born 1943",American,Male,1943,0,7
121,Adrian Allinson,"British, 1890–1959",British,Male,1890,1959,1
123,Carlos Alonso,"Argentine, born 1929",Argentine,Male,1929,0,1
124,Glen Alps,"American, 1914–1996",American,Male,1914,1996,16
126,Henry Altchek,"American, born 1943",American,Male,1943,0,1
127,Gerhard Altenbourg,"German, 1926–1989",German,Male,1926,1989,4
128,Hobie Alter,"American, born 1933",American,Male,1933,0,1
129,Harold Altman,"American, 1924–2003",American,Male,1924,2003,45
131,Giacchino Altobelli,"Italian, born 1814",Italian,Male,1814,0,10
132,John Altoon,"American, 1925–1969",American,Male,1925,1969,26
135,Manuel Álvarez Bravo,"Mexican, 1902–2002",Mexican,Male,1902,2002,60
136,Dag Alveng,"Norwegian, born 1953",Norwegian,Male,1953,0,1
137,Getulio Alviani,"Italian, born 1939",Italian,Male,1939,0,6
138,Edmond-François Aman Jean,"French, 1858–1936",French,Male,1858,1936,3
139,Kunihiro Amano,Japanese,Japanese,Male,0,0,1
140,Jim Amaral,"American, born 1933",American,Male,1933,0,2
141,Emilio Ambasz,"Argentine, born 1943",Argentine,Male,1943,0,20
142,M. Ameen,Nationality unknown,Nationality unknown,,0,0,1
143,Irving Amen,"American, 1918–2011",American,Male,1918,2011,4
144,Woody van Amen,"Dutch, born 1936",Dutch,Male,1936,0,1
145,Gregory Amenoff,"American, born 1948",American,Male,1948,0,5
148,Florencia de Amesti,"Chilean, 1925–2006",Chilean,Female,1925,2006,1
149,Cuno Amiet,"Swiss, 1868–1961",Swiss,Male,1868,1961,1
150,Francisco Amighetti Ruiz,"Costa Rican, 1907–1998",Costa Rican,Male,1907,1998,2
152,Ralph Ammirati,American,American,Male,0,0,0
153,Emma Amos,"American, 1937–2020",American,Female,1937,2020,5
154,Mauricio Amster Cats,"Chilean, born Lvov, 1907–1980",Chilean,Male,1907,1980,1
155,William Anastasi,"American, born 1933",American,Male,1933,0,15
157,Stephen Ancona,"American, born 1932",American,Male,1932,0,0
158,Jiþi Anderle,"Czech, born 1936",Czech,Male,1936,0,2
159,Gunnar Aagaard Andersen,"Danish, 1919–1982",Danish,Male,1919,1982,1
160,Karin Schou Andersen,"Danish, born 1953",Danish,Female,1953,0,1
161,Clarence William Anderson,"American, 1891–1971",American,Male,1891,1971,1
162,Carl Anderson,"American, 1903–1989",American,Male,1903,1989,0
163,Dennis Anderson,"American, born 1948",American,Male,1948,0,1
164,Jeremy Anderson,"American, 1921–1982",American,Male,1921,1982,3
165,James Anderson,"British, 1813–1877",British,Male,1813,1877,3
166,Jerry Anderson,"American, born 1938",American,Male,1938,0,2
167,John Anderson,"British, 1928–2021",British,Male,1928,2021,1
168,Neil Anderson,"American, born 1933",American,Male,1933,0,1
169,Paul L. Anderson,"American, 1880–1956",American,Male,1880,1956,24
170,Monika Andersson,"Swedish, born 1957",Swedish,Female,1957,0,1
172,Joe Andoe,"American, born 1955",American,Male,1955,0,3
173,Farnese de Andrade-Neto,"Brazilian, 1926–1996",Brazilian,Male,1926,1996,2
174,Carl Andre,"American, born 1935",American,Male,1935,0,48
175,Pat Andrea,"Dutch, born 1942",Dutch,Male,1942,0,2
176,A. Andreas,French,French,,0,0,1
177,Henning Andreasen,"Danish, born 1923",Danish,Male,1923,0,6
178,Laura Andreson,"American, 1902–1999",American,Female,1902,1999,1
179,Mariano Andreù,"Spanish, 1888–1976",Spanish,Male,1888,1976,2
180,Benny Andrews,"American, 1930–2006",American,Male,1930,2006,16
181,Emmy Andriesse,"Dutch, 1914–1953",Dutch,Female,1914,1953,13
182,Claudia Andujar,"Brazilian, born Switzerland 1931",American,Female,1931,0,109
183,Manuel Angeles Ortiz,"Spanish, 1896–1984",Spanish,Male,1895,1984,10
184,Ludwig Angerer,"Austrian, 1827–1879",Austrian,Male,1827,1879,1
185,Bruce Angrave,British,British,Male,0,0,1
186,Raúl Anguiano,"Mexican, 1915–2006",Mexican,Male,1915,2006,16
188,Sibyl Anikeef,"American, 1896–1996",American,Female,1896,1996,1
189,James Craig Annan,"British, 1864–1946",British,Male,1864,1946,1
190,Thomas Annan,"British, 1829–1887",British,Male,1829,1887,51
193,David Annesley,"British, born 1936",British,Male,1936,0,1
194,Horst Antes,"German, born 1936",German,Male,1936,0,75
195,William Anthony,"American, born 1934",American,Male,1934,0,1
196,Stephen Antonakos,"American, 1926–2013",American,Male,1926,2013,69
198,Garo Antreasian,"American, 1922–2018",American,Male,1922,2018,79
199,Nemesio Antúnez,"Chilean, 1918–1993",Chilean,Male,1918,1993,15
200,Richard Anuszkiewicz,"American, 1930–2020",American,Male,1930,2020,26
201,Aoki Toshio,,,,0,0,1
202,Carl Apfelschnitt,"American, born 1948",American,Male,1948,0,6
203,Karel Appel,"Dutch, 1921–2006",Dutch,Male,1921,2006,15
204,Leon Appelbaum,American,American,Male,0,0,1
205,Ida Applebroog,"American, born 1929",American,Female,1929,0,17
207,Shusaku Arakawa,"American, born Japan. 1936–2010",American,Male,1936,2010,31
208,Diane Arbus,"American, 1923–1971",American,Female,1923,1971,83
209,Alexander Archipenko,"American, born Ukraine. 1887–1964",American,Male,1887,1964,35
211,Mordecai Ardon,"Israeli, born Poland. 1896–1992",Israeli,Male,1896,1992,2
212,Luis Arenal,"Mexican, 1909–1985",Mexican,Male,1909,1985,3
214,Egmont Arens,"American, 1888–1966",American,Male,1888,1966,0
215,Tamotsu Arikawa,Japanese,Japanese,Male,0,0,2
216,Avigdor Arikha,"Romanian, 1929–2010",Romanian,Male,1929,2010,4
217,Gonzalo Ariza,"Colombian, 1912–1995",Colombian,Male,1912,1995,1
218,Alda Maria Armagni,Argentine,Argentine,Female,0,0,1
219,Siah Armajani,"American, born Iran. 1939–2020",American,Male,1939,2020,11
220,Arman,"American, born France. 1928–2005",American,Male,1928,2005,30
221,Armando,"Dutch, born 1929",Dutch,Male,1929,0,2
222,F. Armbruster,"French, 1835–1912",French,Male,1835,1912,1
224,Kenneth Armitage,"British, 1916–2002",British,Male,1916,2002,4
225,John Taylor Arms,"American, 1887–1953",American,Male,1887,1953,2
226,John Armstrong,"British, 1893–1973",British,Male,1893,1973,5
227,François Arnal,"French, 1924–2012",French,Male,1924,2012,3
228,Arndt,"German, 1898–1976",German,,1898,1976,1
229,Eugène Atget,"French, 1857–1927",French,Male,1857,1927,5050
230,John Atherton,"American, 1900–1952",American,Male,1900,1952,4
231,Anna Atkins,"British, 1799–1871",British,Female,1799,1871,3
232,Conrad Atkinson,"British, born 1940",British,Male,1940,0,1
233,Lawrence Atkinson,"British, 1873–1931",British,Male,1873,1931,1
234,Terry Atkinson,"British, born 1939",British,Male,1939,0,0
235,Jean-Michel Atlan,"French, born Algeria. 1913–1960",French,Male,1913,1960,19
236,Dotty Attie,"American, born 1938",American,Female,1938,0,3
238,Carl Auböck,"Austrian, 1924–1993",Austrian,Male,1924,1993,8
239,Charles Aubry,"French, 1811–1877",French,Male,1811,1877,2
240,Frank Auerbach,"British, born Germany 1931. To England 1939.",British,Male,1931,0,5
241,Gae Aulenti,"Italian, 1930–2012",Italian,Female,1930,2012,2
242,Keith James Aulik,"American, 1918–1999",American,Male,1918,1999,1
243,George Ault,"American, 1891–1948",American,Male,1891,1948,3
245,Irving Austin,American,American,Male,0,0,1
246,Mario Avati,"Italian, 1921–2009",Italian,Male,1921,2009,14
247,Edward Avedisian,"American, 1936–2007",American,Male,1936,2007,1
248,Richard Avedon,"American, 1923–2004",American,Male,1923,2004,76
249,Frances Avery,"American, born Canada. 1910–2006",American,Female,1910,2006,1
250,Milton Avery,"American, 1885–1965",American,Male,1885,1965,8
251,David Avison,"American, 1937–2004",American,Male,1937,2004,1
252,Mordechai Avniel,Israeli,Israeli,Male,0,0,1
254,Kiyoshi Awazu,"Japanese, 1929–2009",Japanese,Male,1929,2009,7
255,Ay-O,"Japanese, born 1931",Japanese,Male,1931,0,91
256,Alice Aycock,"American, born 1946",American,Female,1946,0,9
257,Pierre Ayot,"Canadian, 1943–1995",Canadian,Male,1943,1995,1
258,Michael Ayrton,"British, 1921–1975",British,Male,1921,1975,19
259,Luis Cruz Azaceta,"American, born 1942",American,Male,1942,0,3
260,Umetaro Azechi,"Japanese, 1902–1999",Japanese,Male,1902,1999,6
261,Kengiro Azuma,"Japanese, born 1926",Japanese,Male,1926,0,2
262,Johannes Baader,"German, 1875–1955",German,Male,1875,1955,3
263,Johannes Theodor Baargeld (Alfred Emanuel Ferdinand Gruenwald),"German, 1892–1927",German,Male,1892,1927,4
264,Kurt W. Baasch,"American, born Venezuela. 1891–1964",American,Male,1891,1964,19
265,Alice Baber,"American, 1928–1982",American,Female,1928,1982,2
266,Bacard Fils,French,French,Male,0,0,1
268,Edmondo Bacci,"Italian, 1913–1978",Italian,Male,1913,1978,1
269,Elvira Bach,"German, born 1951",German,Female,1951,0,1
270,Olof Backman,"Swedish, born 1899",Swedish,Male,1899,0,1
271,Olof Backstrom,"Finnish, born 1922",Finnish,Male,1922,0,1
272,Francis Bacon,"British, born Ireland. 1909–1992",British,Male,1909,1992,5
273,Peggy Bacon,"American, 1895–1987",American,Female,1895,1987,37
275,Karl Baden,"American, born 1952",American,Male,1952,0,1
276,Mowry Thatcher Baden,"American, born 1936",American,Male,1936,0,1
277,Aquiles Badi,"Argentine, 1894–1976",Argentine,Male,1894,1976,1
278,Libero Badii,"Argentine, 1916–2001",Argentine,Male,1916,2001,33
279,Frank Badur,"German, born 1944",German,Male,1944,0,12
280,Donald Baechler,"American, 1956 – 2022",American,Male,1956,2022,28
281,Jo Baer,"American, born 1929",American,Female,1929,0,36
282,Martin Baer,"American, 1894–1961",American,Male,1894,1961,1
283,Olle Baertling,"Swedish, 1911–1981",Swedish,Male,1911,1981,2
284,Myrna Báez,"American, born Puerto Rico 1931",American,Female,1931,0,1
285,John Bageris,"American, 1924–2000",American,Male,1924,2000,2
286,Heinz Bahr,"German, born 1934",German,Male,1934,0,1
287,Malcolm Bailey,"American, 1947–2011",American,Male,1947,2011,2
288,Oscar Bailey,"American, 1925–2010",American,Male,1925,2010,3
289,William Bailey,"American, 1930–2020",American,Male,1930,2020,3
290,Larry Bair,"American, 1952–1990",American,Male,1952,1990,2
291,Eugenie Baizerman,"American, born Poland. 1899–1949",American,Female,1899,1949,1
292,Enrico Baj,"Italian, 1924–2003",Italian,Male,1924,2003,53
294,Carl Baker,American,American,Male,0,0,0
296,Mikal Baker,"American, born 1946",American,Male,1946,0,1
298,Vagrich Bakhchanyan,"Russian, 1938–2009",Russian,Male,1938,2009,1
299,Gerhard H. Bakker,"American, born Germany. 1906–1988",American,Male,1906,1988,1
300,Léon Bakst,"Russian, 1866–1924",Russian,Male,1866,1924,4
301,Gerard Baksteen,"Dutch, 1887–1976",Dutch,Male,1887,1976,1
302,Amèrico Balán,"Argentine, 1915–1986",Argentine,Male,1915,1986,1
303,Jirí Balcar,"Czech, 1929–1968",Czech,Male,1929,1968,23
304,John Baldessari,"American, 1931–2020",American,Male,1931,2020,70
305,George Baldessin,"Australian, 1939–1978",Australian,Male,1939,1978,2
307,C. Leroy Baldridge,"American, 1889–1975",American,Male,1889,1975,1
308,Édouard-Denis Baldus,"French, 1813–1882",French,Male,1813,1882,11
309,Benjamin Baldwin,"American, 1913–1993",American,Male,1913,1993,1
310,Joost Baljeu,"Dutch, 1925–1991",Dutch,Male,1925,1991,1
311,Giacomo Balla,"Italian, 1871–1958",Italian,Male,1871,1958,11
313,R. Maxil Ballinger,"American, 1914–1958",American,Male,1914,1958,8
314,Theo H. Ballmer,"Swiss, 1902–1965",Swiss,Male,1902,1965,4
315,Alexander Bally,"American, born 1938",American,Male,1938,0,1
316,John F. Balossi,"American, 1931–2007",American,Male,1931,2007,1
317,Balthus (Baltusz Klossowski de Rola),"French, 1908–2001",French,Male,1908,2001,12
318,Lewis Baltz,"American, 1945–2014",American,Male,1945,2014,36
319,Thomas Bamberger,"American, born 1948",American,Male,1948,0,3
320,McDonald (Mackey Jeffries) Bane,"American, born 1928",American,Female,1928,0,1
321,Colette Bangert,"American, born 1934",American,Female,1934,0,1
322,Walter Darby Bannard,"American, 1934–2016",American,Male,1934,2016,10
323,John Banting,"British, 1902–1972",British,Male,1902,1972,3
324,Rudolf Baranik,"American, 1920–1998",American,Male,1920,1998,2
325,Vladimir Baranoff-Rossiné,"Ukrainian, 1888–1944",Ukrainian,Male,1888,1944,1
327,Anthony Barboza,"American, born 1944",American,Male,1944,0,8
329,Miquel Barcelo,"Spanish, born 1957",Spanish,Male,1957,0,2
330,Peter Bardazzi,"American, born 1943",American,Male,1943,0,1
331,Jules-Jean-Antoine Baric,"French, 1825–1905",French,Male,1825,1905,1
332,Richard Baringer,"American, 1921–1980",American,Male,1921,1980,1
333,George Barker,"Australian, born 1942",Australian,Male,1942,0,1
334,Walter William Barker,"American, born Germany. 1921–2004",American,Male,1921,2004,2
335,Ernst Barlach,"German, 1870–1938",German,Male,1870,1938,100
336,George N. Barnard,"American, 1819–1902",American,Male,1819,1902,65
337,Cyril H. Barnes,American,American,Male,0,0,1
338,Matthew Rackham Barnes,"American, born Scotland.1880–1951",American,Male,1880,1951,1
339,Robert Barnes,"American, born 1934",American,Male,1934,0,1
342,Will Barnet,"American, 1911–2012",American,Male,1911,2012,18
343,Tina Barney,"American, born 1945",American,Female,1945,0,20
344,Hannelore Baron,"American, 1926–1987",American,Female,1926,1987,4
345,Martin Barooshian,"American, born 1929",American,Male,1929,0,1
347,Steve Barraclough,British,British,Male,0,0,2
348,Maurice Barraud,"Swiss, 1889–1955",Swiss,Male,1889,1955,2
349,Susan Barron,"American, born 1947",American,Female,1947,0,1
350,Thomas F. Barrow,"American, born 1938",American,Male,1938,0,3
351,David Francis Barry,"American, 1854–1934",American,Male,1854,1934,1
352,Robert Barry,"American, born 1936",American,Male,1936,0,36
353,Robert Bart,"American, born Canada 1923",American,Male,1923,0,1
354,Frances Barth,"American, born 1946",American,Female,1946,0,1
355,Ruodi Barth,"Swiss, 1921–1999",Swiss,Male,1921,1999,2
356,"Ralph Bartholomew, Jr.","American, 1907–1985",American,Male,1907,1985,1
357,Jennifer Bartlett,"American, 1941–2022",American,Female,1941,2022,26
358,Robert Bartlett,"British, 1922–1979",British,Male,1922,1979,1
359,Carlo Bartoli,"Italian, born 1931",Italian,Male,1931,0,1
360,Luigi Bartolini,"Italian, 1892–1963",Italian,Male,1892,1963,5
361,Joseph Bartscherer,"American, born 1954",American,Male,1954,0,2
362,Gianfranco Baruchello,"Italian, born 1924",Italian,Male,1924,0,2
363,Héctor Basaldua,"Argentine, 1895–1976",Argentine,Male,1895,1976,1
364,Bernard Baschet,"French, 1917–2015",French,Male,1917,2015,0
365,François Baschet,"French, 1920–2014",French,Male,1920,2014,0
366,Georg Baselitz,"German, born 1938",German,Male,1938,0,138
368,Mati Basis,"Israeli, born 1933",Israeli,Male,1933,0,1
369,Leonard Baskin,"American, 1922–2000",American,Male,1922,2000,263
370,Jean-Michel Basquiat,"American, 1960–1988",American,Male,1960,1988,11
371,Joel Bass,"American, born 1943",American,Male,1943,0,5
372,Saul Bass,"American, 1920–1996",American,Male,1920,1996,10
373,Giampiero Bassi,"Italian, born 1926",Italian,,1926,0,0
374,Miriam Bat-Yosef,"German, born 1931",German,Female,1931,0,1
375,Georges Bataille,"French, 1897–1962",French,Male,1897,1962,13
377,Josef Bato,"Hungarian, 1888–1966",Hungarian,Male,1888,1966,1
378,John Battan,"American, 1943–1976",American,Male,1943,1976,1
379,Wall Batterton,"British, born 1932",British,Male,1932,0,1
380,Dora M. Batty,"British, 1900–1966",British,Female,1900,1966,2
381,Eugen Batz,"German, 1905–1986; at Bauhaus 1929–31",German,Male,1905,1986,10
382,"Harry W. Batz, Jr.",American,American,Male,0,0,1
383,André Bauchant,"French, 1873–1958",French,Male,1873,1958,2
384,Karl Bauer,"German, 1868–1942",German,Male,1868,1942,1
385,Rudolph Bauer,"American, born Poland. 1889–1954",American,Male,1889,1954,1
386,Mary Bauermeister,"American, born 1934",American,Female,1934,0,5
387,Bauhaus,German,German,,0,0,1
388,Marilyn Baum,"American, born 1939",American,Female,1939,0,1
390,Hans Theo Baumann,"German, born Switzerland 1924",German,Male,1924,0,1
391,Otto Baumberger,"Swiss, 1889–1961",Swiss,Male,1889,1961,6
392,Willi Baumeister,"German, 1889–1955",German,Male,1889,1955,48
393,Lothar Baumgarten,"German, 1944–2018",German,Male,1944,2018,4
395,Edward Bawden,"British, 1903–1989",British,Male,1903,1989,1
396,Glen Baxter,British,British,Male,0,0,6
397,Iain Baxter&,"Canadian, born England 1936",Canadian,Male,1936,0,2
398,Hippolyte Bayard,"French, 1801–1887",French,Male,1801,1887,27
399,Herbert Bayer,"American, born Austria. 1900–1985",American,Male,1900,1985,165
401,Ed Baynard,"American, born 1940",American,Male,1940,0,2
402,Thomas Bayrle,"German, born 1937",German,Male,1937,0,11
403,Douglas Baz,"American, born 1943",American,Male,1943,0,2
404,Jean Bazaine,"French, 1904–2001",French,Male,1904,2001,1
405,Castera Bazile,"Haitian, 1923–1966",Haitian,Male,1923,1966,1
406,William Baziotes,"American, 1912–1963",American,Male,1912,1963,4
407,Gifford Beal,"American, 1879–1956",American,Male,1879,1956,3
408,Jack Beal,"American,1931–2013",American,Male,1931,2013,4
409,Lester Beall,"American, 1903–1969",American,Male,1903,1969,14
411,Mark Beard,"American, born 1956",American,Male,1956,0,17
412,Romare Bearden,"American, 1911–1988",American,Male,1911,1988,22
413,Aubrey Beardsley,"British, 1872–1898",British,Male,1872,1898,3
414,Bruce Beasley,"American, born 1939",American,Male,1939,0,1
415,Beath,"British, 1913–1991",British,,1913,1991,1
416,Felice Beato,"Italian, 1825–1903",Italian,Male,1825,1903,93
417,Cecil Beaton,"British, 1904–1980",British,Male,1904,1980,4
418,Leslie Beaton,American,American,Female,0,0,2
420,André Beaudin,"French, 1895–1975",French,Male,1895,1975,25
421,Alessandro Becchi,"Italian, born 1946",Italian,Male,1946,0,1
422,Bernd Becher,"German, 1931–2007",German,Male,1931,2007,0
423,Thelma Becherer,"American, 1916–2008",American,Female,1916,2008,1
424,Robert Bechtle,"American, 1932–2020",American,Male,1932,2020,7
425,Gustav K. Beck,"Austrian, 1902–1983",Austrian,Male,1902,1983,1
426,A. Becker,German,German,,0,0,1
427,Fred Becker,"American, 1913–2004",American,Male,1913,2004,0
428,Bill Beckley,"American, born 1946",American,Male,1946,0,5
429,Max Beckmann,"German, 1884–1950",German,Male,1884,1950,220
430,Francis Bedford,"British, 1816–1894",British,Male,1816,1894,28
431,René Beeh,"German, 1886–1922",German,Male,1886,1922,6
432,Jan Bontjes van Beek,"German, 1899–1969",German,Male,1899,1969,1
433,Chris Hendrik Beekman,"Dutch, 1887–1964",Dutch,Male,1887,1964,3
434,Max Beerbohm,"British, 1872–1956",British,Male,1872,1956,1
436,Hedda Beese,"German, born 1944",German,Female,1944,0,1
437,"Beggarstaffs (James Pryde, Scottish 1866-1941 & William Nicholson, British 1872-1949)",,British,,1866,1949,5
438,Peter Behrens,"German, 1868–1940",German,Male,1868,1940,13
439,Edith Behring,"Brazilian, 1916–1996",Brazilian,Female,1916,1996,2
440,John Behringer,"American, born 1939",American,Male,1939,0,1
441,J. J. Beljon,"Dutch, 1922–2002",Dutch,Male,1922,2002,1
442,Alistair Macready Bell,"Canadian, 1913–1997",Canadian,Male,1913,1997,2
443,Charles M. Bell,"American, 1848–1893",American,Male,1848,1893,1
444,Larry Bell,"American, born 1939",American,Male,1939,0,9
445,Vanessa Bell,"British, 1879–1961",British,Female,1879,1961,4
446,William H. Bell,"American, 1830–1910",American,Male,1830,1910,1
447,Ross Bellah,"American, 1907–2004",American,Male,1907,2004,0
448,Joseph Bellanca,"American, 1930–2013",American,Male,1930,2013,3
449,John Bellany,"British, 1942–2013",British,Male,1942,2013,18
450,Rudolf Belling,"German, 1886–1972",German,Male,1886,1972,3
451,Mario Bellini,"Italian, born 1935",Italian,Male,1935,0,27
452,Hans Bellmer,"German, 1902–1975",German,Male,1902,1975,58
453,Ernest J. Bellocq,"American, 1873–1949",American,Male,1873,1949,51
455,George Bellows,"American, 1882–1925",American,Male,1882,1925,10
456,Rossella Bellusci,"Italian, born 1947",Italian,Female,1947,0,1
457,Giandomenico Belotti,"Italian, born 1922",Italian,Male,1922,0,2
