Count of work,218,821,93,cluster
8,220,813,-70614,c1
35,193,786,-70649,c1
1,227,820,-70650,c1
1,227,820,-70651,c1
13,215,808,-70664,c1
1,227,820,-70665,c1
10,218,811,-70675,c1
1,227,820,-70676,c1
1,227,820,-70677,c1
1,227,820,-70678,c1
8,220,813,-70686,c1
1,227,820,-70687,c1
1,227,820,-70688,c1
1,227,820,-70689,c1
2,226,819,-70691,c1
2,226,819,-70693,c1
3,225,818,-70696,c1
1,227,820,-70697,c1
2,226,819,-70699,c1
5,223,816,-70704,c1
1,227,820,-70705,c1
7,221,814,-70712,c1
1,227,820,-70713,c1
7,221,814,-70720,c1
1,227,820,-70721,c1
18,210,803,-70739,c1
3,225,818,-70742,c1
5,223,816,-70747,c1
2,226,819,-70749,c1
49,179,772,-70798,c1
1,227,820,-70799,c1
1,227,820,-70800,c1
18,210,803,-70818,c1
34,194,787,-70852,c1
4,224,817,-70856,c1
1,227,820,-70857,c1
1,227,820,-70858,c1
2,226,819,-70860,c1
1,227,820,-70861,c1
2,226,819,-70863,c1
2,226,819,-70865,c1
14,214,807,-70879,c1
7,221,814,-70886,c1
1,227,820,-70887,c1
1,227,820,-70888,c1
18,210,803,-70906,c1
3,225,818,-70909,c1
2,226,819,-70911,c1
2,226,819,-70913,c1
14,214,807,-70927,c1
4,224,817,-70931,c1
2,226,819,-70933,c1
4,224,817,-70937,c1
1,227,820,-70938,c1
4,224,817,-70942,c1
1,227,820,-70943,c1
1,227,820,-70944,c1
4,224,817,-70948,c1
337,-109,484,-71285,c1
1,227,820,-71286,c1
5,223,816,-71291,c1
0,228,821,-71291,c1
1,227,820,-71292,c1
1,227,820,-71293,c1
2,226,819,-71295,c1
54,174,767,-71349,c1
5,223,816,-71354,c1
1,227,820,-71355,c1
1,227,820,-71356,c1
4,224,817,-71360,c1
15,213,806,-71375,c1
3,225,818,-71378,c1
1,227,820,-71379,c1
296,-68,525,-71675,c1
1,227,820,-71676,c1
1,227,820,-71677,c1
23,205,798,-71700,c1
1,227,820,-71701,c1
1,227,820,-71702,c1
1,227,820,-71703,c1
1,227,820,-71704,c1
11,217,810,-71715,c1
79,149,742,-71794,c1
1,227,820,-71795,c1
1,227,820,-71796,c1
1,227,820,-71797,c1
1,227,820,-71798,c1
35,193,786,-71833,c1
4,224,817,-71837,c1
3,225,818,-71840,c1
1,227,820,-71841,c1
1,227,820,-71842,c1
1,227,820,-71843,c1
1,227,820,-71844,c1
15,213,806,-71859,c1
1,227,820,-71860,c1
2,226,819,-71862,c1
17,211,804,-71879,c1
29,199,792,-71908,c1
6,222,815,-71914,c1
3,225,818,-71917,c1
1,227,820,-71918,c1
1,227,820,-71919,c1
1,227,820,-71920,c1
3,225,818,-71923,c1
21,207,800,-71944,c1
1,227,820,-71945,c1
3,225,818,-71948,c1
1,227,820,-71949,c1
1,227,820,-71950,c1
1,227,820,-71951,c1
1,227,820,-71952,c1
1,227,820,-71953,c1
5,223,816,-71958,c1
2,226,819,-71960,c1
3,225,818,-71963,c1
1,227,820,-71964,c1
1,227,820,-71965,c1
5,223,816,-71970,c1
4,224,817,-71974,c1
1,227,820,-71975,c1
1,227,820,-71976,c1
1,227,820,-71977,c1
2,226,819,-71979,c1
3,225,818,-71982,c1
1,227,820,-71983,c1
3,225,818,-71986,c1
6,222,815,-71992,c1
130,98,691,-72122,c1
9,219,812,-72131,c1
1,227,820,-72132,c1
0,228,821,-72132,c1
1,227,820,-72133,c1
1,227,820,-72134,c1
35,193,786,-72169,c1
1,227,820,-72170,c1
11,217,810,-72181,c1
3,225,818,-72184,c1
2,226,819,-72186,c1
34,194,787,-72220,c1
4,224,817,-72224,c1
2,226,819,-72226,c1
17,211,804,-72243,c1
1,227,820,-72244,c1
33,195,788,-72277,c1
3,225,818,-72280,c1
22,206,799,-72302,c1
19,209,802,-72321,c1
8,220,813,-72329,c1
14,214,807,-72343,c1
4,224,817,-72347,c1
1,227,820,-72348,c1
5,223,816,-72353,c1
2,226,819,-72355,c1
1,227,820,-72356,c1
1,227,820,-72357,c1
1,227,820,-72358,c1
1,227,820,-72359,c1
93,135,728,-72452,c1
1,227,820,-72453,c1
2,226,819,-72455,c1
163,65,658,-72618,c1
2,226,819,-72620,c1
2,226,819,-72622,c1
1,227,820,-72623,c1
1,227,820,-72624,c1
2,226,819,-72626,c1
1,227,820,-72627,c1
1,227,820,-72628,c1
7,221,814,-72635,c1
3,225,818,-72638,c1
1,227,820,-72639,c1
4,224,817,-72643,c1
1,227,820,-72644,c1
2,226,819,-72646,c1
2,226,819,-72648,c1
1,227,820,-72649,c1
1,227,820,-72650,c1
2,226,819,-72652,c1
30,198,791,-72682,c1
2,226,819,-72684,c1
256,-28,565,-72940,c1
44,184,777,-72984,c1
1,227,820,-72985,c1
1,227,820,-72986,c1
1,227,820,-72987,c1
1,227,820,-72988,c1
2,226,819,-72990,c1
3,225,818,-72993,c1
1,227,820,-72994,c1
3,225,818,-72997,c1
1,227,820,-72998,c1
3,225,818,-73001,c1
3,225,818,-73004,c1
1,227,820,-73005,c1
3,225,818,-73008,c1
1,227,820,-73009,c1
10,218,811,-73019,c1
3,225,818,-73022,c1
3,225,818,-73025,c1
76,152,745,-73101,c1
2,226,819,-73103,c1
1,227,820,-73104,c1
1,227,820,-73105,c1
2,226,819,-73107,c1
104,124,717,-73211,c1
1,227,820,-73212,c1
1,227,820,-73213,c1
1,227,820,-73214,c1
14,214,807,-73228,c1
1,227,820,-73229,c1
2,226,819,-73231,c1
1,227,820,-73232,c1
1,227,820,-73233,c1
7,221,814,-73240,c1
4,224,817,-73244,c1
6,222,815,-73250,c1
2,226,819,-73252,c1
1,227,820,-73253,c1
4,224,817,-73257,c1
95,133,726,-73352,c1
6,222,815,-73358,c1
1,227,820,-73359,c1
5,223,816,-73364,c1
30,198,791,-73394,c1
3,225,818,-73397,c1
106,122,715,-73503,c1
1,227,820,-73504,c1
8,220,813,-73512,c1
5,223,816,-73517,c1
2,226,819,-73519,c1
4,224,817,-73523,c1
8,220,813,-73531,c1
2,226,819,-73533,c1
4,224,817,-73537,c1
192,36,629,-73729,c1
1,227,820,-73730,c2
52,176,769,-73782,c1
3,225,818,-73785,c1
3,225,818,-73788,c1
18,210,803,-73806,c1
1,227,820,-73807,c1
25,203,796,-73832,c1
2,226,819,-73834,c1
1,227,820,-73835,c1
631,-403,190,-74466,c1
7,221,814,-74473,c1
1,227,820,-74474,c1
4,224,817,-74478,c1
1,227,820,-74479,c1
8,220,813,-74487,c1
7,221,814,-74494,c1
1,227,820,-74495,c1
3,225,818,-74498,c1
1,227,820,-74499,c1
46,182,775,-74545,c1
211,17,610,-74756,c1
1,227,820,-74757,c1
4,224,817,-74761,c1
1,227,820,-74762,c1
17,211,804,-74779,c1
1,227,820,-74780,c1
4,224,817,-74784,c1
1,227,820,-74785,c1
11,217,810,-74796,c1
1,227,820,-74797,c1
1,227,820,-74798,c1
2,226,819,-74800,c1
2,226,819,-74802,c1
1,227,820,-74803,c1
0,228,821,-74803,c1
8,220,813,-74811,c1
45,183,776,-74856,c1
238,-10,583,-75094,c1
1,227,820,-75095,c1
1,227,820,-75096,c1
16,212,805,-75112,c1
1,227,820,-75113,c1
8,220,813,-75121,c1
2,226,819,-75123,c1
4,224,817,-75127,c1
1,227,820,-75128,c1
35,193,786,-75163,c1
49,179,772,-75212,c1
2,226,819,-75214,c1
46,182,775,-75260,c1
2,226,819,-75262,c1
14,214,807,-75276,c1
2,226,819,-75278,c1
2,226,819,-75280,c1
1,227,820,-75281,c1
2,226,819,-75283,c1
1,227,820,-75284,c1
17,211,804,-75301,c1
1,227,820,-75302,c1
8,220,813,-75310,c1
62,166,759,-75372,c1
2,226,819,-75374,c1
2,226,819,-75376,c1
1,227,820,-75377,c1
51,177,770,-75428,c1
6,222,815,-75434,c1
1,227,820,-75435,c1
13,215,808,-75448,c1
1,227,820,-75449,c1
8,220,813,-75457,c1
1,227,820,-75458,c1
34,194,787,-75492,c1
0,228,821,-75492,c1
2,226,819,-75494,c1
4,224,817,-75498,c1
1,227,820,-75499,c1
99,129,722,-75598,c2
3,225,818,-75601,c1
2,226,819,-75603,c1
3,225,818,-75606,c1
1,227,820,-75607,c1
8,220,813,-75615,c1
1,227,820,-75616,c1
135,93,686,-75751,c1
38,190,783,-75789,c1
750,-522,71,-76539,c1
1,227,820,-76540,c1
1,227,820,-76541,c1
1,227,820,-76542,c1
2,226,819,-76544,c1
1,227,820,-76545,c1
1,227,820,-76546,c1
1,227,820,-76547,c1
1,227,820,-76548,c1
1,227,820,-76549,c1
1,227,820,-76550,c1
1,227,820,-76551,c1
5,223,816,-76556,c1
10,218,811,-76566,c1
1,227,820,-76567,c1
6,222,815,-76573,c1
9,219,812,-76582,c1
5,223,816,-76587,c1
1,227,820,-76588,c1
1,227,820,-76589,c1
19,209,802,-76608,c1
1,227,820,-76609,c1
1,227,820,-76610,c1
1,227,820,-76611,c1
2,226,819,-76613,c1
24,204,797,-76637,c1
1,227,820,-76638,c1
4,224,817,-76642,c1
11,217,810,-76653,c1
1,227,820,-76654,c1
2,226,819,-76656,c1
114,114,707,-76770,c1
1,227,820,-76771,c1
14,214,807,-76785,c1
17,211,804,-76802,c1
12,216,809,-76814,c1
2,226,819,-76816,c1
1,227,820,-76817,c1
3,225,818,-76820,c1
11,217,810,-76831,c1
9,219,812,-76840,c1
4,224,817,-76844,c1
1,227,820,-76845,c1
3,225,818,-76848,c1
1,227,820,-76849,c1
0,228,821,-76849,c1
6,222,815,-76855,c1
1,227,820,-76856,c1
2,226,819,-76858,c1
3,225,818,-76861,c1
1,227,820,-76862,c1
5,223,816,-76867,c1
1,227,820,-76868,c1
6,222,815,-76874,c1
5,223,816,-76879,c1
3,225,818,-76882,c1
47,181,774,-76929,c1
11,217,810,-76940,c1
3,225,818,-76943,c1
6,222,815,-76949,c1
2,226,819,-76951,c1
3,225,818,-76954,c1
2,226,819,-76956,c1
1,227,820,-76957,c1
21,207,800,-76978,c1
2,226,819,-76980,c1
9,219,812,-76989,c1
30,198,791,-77019,c1
1,227,820,-77020,c1
1,227,820,-77021,c1
23,205,798,-77044,c1
3,225,818,-77047,c1
21,207,800,-77068,c1
1,227,820,-77069,c1
3,225,818,-77072,c1
4,224,817,-77076,c1
1,227,820,-77077,c1
21,207,800,-77098,c1
1,227,820,-77099,c1
3,225,818,-77102,c1
1,227,820,-77103,c1
1,227,820,-77104,c1
1,227,820,-77105,c1
1,227,820,-77106,c1
1,227,820,-77107,c1
224,4,597,-77331,c1
1,227,820,-77332,c1
1,227,820,-77333,c1
5,223,816,-77338,c1
58,170,763,-77396,c1
1,227,820,-77397,c1
1,227,820,-77398,c1
6,222,815,-77404,c1
6,222,815,-77410,c1
1,227,820,-77411,c1
1,227,820,-77412,c1
1,227,820,-77413,c1
0,228,821,-77413,c1
1,227,820,-77414,c1
9,219,812,-77423,c1
5,223,816,-77428,c1
1,227,820,-77429,c1
1,227,820,-77430,c1
4,224,817,-77434,c1
4,224,817,-77438,c1
1,227,820,-77439,c1
2,226,819,-77441,c1
25,203,796,-77466,c1
1,227,820,-77467,c1
10,218,811,-77477,c1
27,201,794,-77504,c1
38,190,783,-77542,c1
1,227,820,-77543,c1
3,225,818,-77546,c1
2,226,819,-77548,c1
2,226,819,-77550,c1
32,196,789,-77582,c1
3,225,818,-77585,c1
1,227,820,-77586,c1
3,225,818,-77589,c1
1,227,820,-77590,c1
1,227,820,-77591,c1
2,226,819,-77593,c1
0,228,821,-77593,c1
270,-42,551,-77863,c1
2,226,819,-77865,c1
1,227,820,-77866,c1
25,203,796,-77891,c1
1,227,820,-77892,c1
2,226,819,-77894,c1
2,226,819,-77896,c1
1,227,820,-77897,c1
1,227,820,-77898,c1
3,225,818,-77901,c1
162,66,659,-78063,c1
1,227,820,-78064,c1
1,227,820,-78065,c1
1,227,820,-78066,c1
1,227,820,-78067,c1
2,226,819,-78069,c1
1,227,820,-78070,c1
1,227,820,-78071,c1
1,227,820,-78072,c1
11,217,810,-78083,c1
26,202,795,-78109,c1
2,226,819,-78111,c1
2,226,819,-78113,c1
2,226,819,-78115,c1
2,226,819,-78117,c1
1,227,820,-78118,c1
4,224,817,-78122,c1
6,222,815,-78128,c1
5,223,816,-78133,c1
6,222,815,-78139,c1
6,222,815,-78145,c1
22,206,799,-78167,c1
14,214,807,-78181,c1
273,-45,548,-78454,c1
26,202,795,-78480,c1
6,222,815,-78486,c1
1,227,820,-78487,c1
1,227,820,-78488,c1
3,225,818,-78491,c1
1,227,820,-78492,c1
1,227,820,-78493,c1
1,227,820,-78494,c1
1,227,820,-78495,c1
5,223,816,-78500,c1
1,227,820,-78501,c1
1,227,820,-78502,c1
3,225,818,-78505,c1
6,222,815,-78511,c1
2,226,819,-78513,c1
17,211,804,-78530,c1
2,226,819,-78532,c1
4,224,817,-78536,c1
22,206,799,-78558,c1
2,226,819,-78560,c1
1,227,820,-78561,c1
2,226,819,-78563,c1
2,226,819,-78565,c1
33,195,788,-78598,c1
1,227,820,-78599,c1
1,227,820,-78600,c1
1,227,820,-78601,c1
1,227,820,-78602,c1
1,227,820,-78603,c1
54,174,767,-78657,c1
1,227,820,-78658,c1
1,227,820,-78659,c1
3,225,818,-78662,c1
3,225,818,-78665,c1
1,227,820,-78666,c1
8,220,813,-78674,c1
13,215,808,-78687,c1
8,220,813,-78695,c1
1,227,820,-78696,c1
1,227,820,-78697,c1
2,226,819,-78699,c1
1,227,820,-78700,c1
139,89,682,-78839,c1
1,227,820,-78840,c1
1,227,820,-78841,c1
1,227,820,-78842,c1
1,227,820,-78843,c1
43,185,778,-78886,c1
12,216,809,-78898,c1
1,227,820,-78899,c1
2,226,819,-78901,c1
3,225,818,-78904,c1
1,227,820,-78905,c1
1,227,820,-78906,c1
1,227,820,-78907,c1
9,219,812,-78916,c1
40,188,781,-78956,c1
1,227,820,-78957,c1
20,208,801,-78977,c1
1,227,820,-78978,c1
1,227,820,-78979,c1
15,213,806,-78994,c1
1,227,820,-78995,c1
98,130,723,-79093,c1
1,227,820,-79094,c1
1,227,820,-79095,c1
1,227,820,-79096,c1
14,214,807,-79110,c1
2,226,819,-79112,c1
1,227,820,-79113,c1
1,227,820,-79114,c1
2,226,819,-79116,c1
1,227,820,-79117,c1
3,225,818,-79120,c1
89,139,732,-79209,c1
3,225,818,-79212,c1
11,217,810,-79223,c1
33,195,788,-79256,c1
199,29,622,-79455,c1
1,227,820,-79456,c1
6,222,815,-79462,c1
64,164,757,-79526,c1
1,227,820,-79527,c1
6,222,815,-79533,c1
24,204,797,-79557,c1
19,209,802,-79576,c1
4,224,817,-79580,c1
4,224,817,-79584,c1
2,226,819,-79586,c1
1,227,820,-79587,c1
2,226,819,-79589,c1
13,215,808,-79602,c1
1,227,820,-79603,c1
11,217,810,-79614,c1
1,227,820,-79615,c1
1,227,820,-79616,c1
3,225,818,-79619,c1
3,225,818,-79622,c1
4,224,817,-79626,c1
1,227,820,-79627,c1
2,226,819,-79629,c1
2,226,819,-79631,c1
1,227,820,-79632,c1
2,226,819,-79634,c1
1,227,820,-79635,c1
12,216,809,-79647,c1
2,226,819,-79649,c1
4,224,817,-79653,c1
11,217,810,-79664,c1
9,219,812,-79673,c1
3,225,818,-79676,c1
3,225,818,-79679,c1
41,187,780,-79720,c1
4,224,817,-79724,c1
114,114,707,-79838,c1
5,223,816,-79843,c1
0,228,821,-79843,c1
0,228,821,-79843,c1
10,218,811,-79853,c1
1,227,820,-79854,c1
0,228,821,-79854,c1
1,227,820,-79855,c1
1,227,820,-79856,c1
21,207,800,-79877,c1
1,227,820,-79878,c1
124,104,697,-80002,c1
1,227,820,-80003,c1
1,227,820,-80004,c1
2,226,819,-80006,c1
4,224,817,-80010,c1
1,227,820,-80011,c1
2,226,819,-80013,c1
6,222,815,-80019,c1
6,222,815,-80025,c1
24,204,797,-80049,c1
1,227,820,-80050,c1
1,227,820,-80051,c1
10,218,811,-80061,c1
1,227,820,-80062,c1
3,225,818,-80065,c1
177,51,644,-80242,c1
6,222,815,-80248,c1
22,206,799,-80270,c1
2,226,819,-80272,c1
4,224,817,-80276,c1
1,227,820,-80277,c1
0,228,821,-80277,c1
12,216,809,-80289,c1
10,218,811,-80299,c1
2,226,819,-80301,c1
42,186,779,-80343,c1
69,159,752,-80412,c1
7,221,814,-80419,c1
1,227,820,-80420,c1
9,219,812,-80429,c1
7,221,814,-80436,c1
1,227,820,-80437,c1
2,226,819,-80439,c1
1,227,820,-80440,c1
1,227,820,-80441,c1
4,224,817,-80445,c1
5,223,816,-80450,c1
5,223,816,-80455,c1
2,226,819,-80457,c1
8,220,813,-80465,c1
2,226,819,-80467,c1
1,227,820,-80468,c1
0,228,821,-80468,c1
2,226,819,-80470,c1
60,168,761,-80530,c1
3,225,818,-80533,c1
47,181,774,-80580,c1
6,222,815,-80586,c1
2,226,819,-80588,c1
3,225,818,-80591,c1
1,227,820,-80592,c1
21,207,800,-80613,c1
1,227,820,-80614,c1
2,226,819,-80616,c1
1,227,820,-80617,c1
1,227,820,-80618,c1
2,226,819,-80620,c1
1,227,820,-80621,c1
0,228,821,-80621,c1
22,206,799,-80643,c1
28,200,793,-80671,c1
13,215,808,-80684,c1
8,220,813,-80692,c1
4,224,817,-80696,c1
9,219,812,-80705,c1
1,227,820,-80706,c1
19,209,802,-80725,c1
2,226,819,-80727,c1
7,221,814,-80734,c1
1,227,820,-80735,c1
9,219,812,-80744,c1
1,227,820,-80745,c1
21,207,800,-80766,c1
7,221,814,-80773,c1
20,208,801,-80793,c1
1,227,820,-80794,c1
1,227,820,-80795,c1
1,227,820,-80796,c1
2,226,819,-80798,c1
1,227,820,-80799,c1
5,223,816,-80804,c1
6,222,815,-80810,c1
1,227,820,-80811,c1
11,217,810,-80822,c1
1,227,820,-80823,c1
1,227,820,-80824,c1
1,227,820,-80825,c1
27,201,794,-80852,c1
53,175,768,-80905,c1
3,225,818,-80908,c1
2,226,819,-80910,c1
1,227,820,-80911,c1
1,227,820,-80912,c1
2,226,819,-80914,c1
1,227,820,-80915,c1
2,226,819,-80917,c1
1,227,820,-80918,c1
1,227,820,-80919,c1
7,221,814,-80926,c1
2,226,819,-80928,c1
3,225,818,-80931,c1
1,227,820,-80932,c1
0,228,821,-80932,c1
1,227,820,-80933,c1
0,228,821,-80933,c1
1,227,820,-80934,c1
1,227,820,-80935,c1
5,223,816,-80940,c1
2,226,819,-80942,c1
2,226,819,-80944,c1
2,226,819,-80946,c1
4,224,817,-80950,c1
5,223,816,-80955,c1
1,227,820,-80956,c1
2,226,819,-80958,c1
1,227,820,-80959,c1
6,222,815,-80965,c1
3,225,818,-80968,c1
1,227,820,-80969,c1
7,221,814,-80976,c1
38,190,783,-81014,c1
1,227,820,-81015,c1
7,221,814,-81022,c1
1,227,820,-81023,c1
1,227,820,-81024,c1
3,225,818,-81027,c1
1,227,820,-81028,c1
1,227,820,-81029,c1
1,227,820,-81030,c1
1,227,820,-81031,c1
1,227,820,-81032,c1
1,227,820,-81033,c1
2,226,819,-81035,c1
1,227,820,-81036,c1
299,-71,522,-81335,c1
12,216,809,-81347,c1
38,190,783,-81385,c1
25,203,796,-81410,c1
3,225,818,-81413,c1
1,227,820,-81414,c1
33,195,788,-81447,c1
4,224,817,-81451,c1
7,221,814,-81458,c1
178,50,643,-81636,c1
1,227,820,-81637,c1
23,205,798,-81660,c1
43,185,778,-81703,c1
13,215,808,-81716,c1
155,73,666,-81871,c1
17,211,804,-81888,c1
0,228,821,-81888,c1
60,168,761,-81948,c1
3,225,818,-81951,c1
18,210,803,-81969,c1
1,227,820,-81970,c1
3,225,818,-81973,c1
1,227,820,-81974,c1
5,223,816,-81979,c1
1,227,820,-81980,c1
5,223,816,-81985,c1
36,192,785,-82021,c1
5,223,816,-82026,c1
2,226,819,-82028,c1
71,157,750,-82099,c1
57,171,764,-82156,c1
6,222,815,-82162,c1
1,227,820,-82163,c1
7,221,814,-82170,c1
166,62,655,-82336,c1
3,225,818,-82339,c1
5,223,816,-82344,c1
27,201,794,-82371,c1
6,222,815,-82377,c1
8,220,813,-82385,c1
8,220,813,-82393,c1
1,227,820,-82394,c1
2,226,819,-82396,c1
57,171,764,-82453,c1
1,227,820,-82454,c1
2,226,819,-82456,c1
1,227,820,-82457,c1
10,218,811,-82467,c1
5,223,816,-82472,c1
19,209,802,-82491,c1
4,224,817,-82495,c1
0,228,821,-82495,c1
118,110,703,-82613,c1
1,227,820,-82614,c1
1,227,820,-82615,c1
1,227,820,-82616,c1
1,227,820,-82617,c1
1,227,820,-82618,c1
1,227,820,-82619,c1
7,221,814,-82626,c1
2,226,819,-82628,c1
1,227,820,-82629,c1
36,192,785,-82665,c1
1,227,820,-82666,c1
1,227,820,-82667,c1
3,225,818,-82670,c1
13,215,808,-82683,c1
1,227,820,-82684,c1
5,223,816,-82689,c1
1,227,820,-82690,c1
1,227,820,-82691,c1
4,224,817,-82695,c1
1,227,820,-82696,c1
1,227,820,-82697,c1
41,187,780,-82738,c1
3,225,818,-82741,c1
2,226,819,-82743,c1
5,223,816,-82748,c1
12,216,809,-82760,c1
1,227,820,-82761,c1
11,217,810,-82772,c1
6,222,815,-82778,c1
31,197,790,-82809,c1
9,219,812,-82818,c1
2,226,819,-82820,c1
3,225,818,-82823,c1
2,226,819,-82825,c1
80,148,741,-82905,c1
52,176,769,-82957,c1
0,228,821,-82957,c1
26,202,795,-82983,c1
1,227,820,-82984,c1
1,227,820,-82985,c1
1,227,820,-82986,c1
68,160,753,-83054,c1
5,223,816,-83059,c1
6,222,815,-83065,c1
5,223,816,-83070,c1
18,210,803,-83088,c1
105,123,716,-83193,c1
2,226,819,-83195,c1
3,225,818,-83198,c1
15,213,806,-83213,c1
1,227,820,-83214,c1
1,227,820,-83215,c1
4,224,817,-83219,c1
1,227,820,-83220,c1
76,152,745,-83296,c1
1,227,820,-83297,c1
4,224,817,-83301,c1
3,225,818,-83304,c1
1,227,820,-83305,c1
1,227,820,-83306,c1
2,226,819,-83308,c1
2,226,819,-83310,c1
2,226,819,-83312,c1
0,228,821,-83312,c1
1,227,820,-83313,c1
1,227,820,-83314,c1
9,219,812,-83323,c1
2,226,819,-83325,c1
1,227,820,-83326,c1
18,210,803,-83344,c1
1,227,820,-83345,c1
1,227,820,-83346,c1
1,227,820,-83347,c1
1,227,820,-83348,c1
1,227,820,-83349,c1
1,227,820,-83350,c1
2,226,819,-83352,c1
14,214,807,-83366,c1
2,226,819,-83368,c1
1,227,820,-83369,c1
1,227,820,-83370,c1
3,225,818,-83373,c1
24,204,797,-83397,c1
26,202,795,-83423,c1
1,227,820,-83424,c1
12,216,809,-83436,c1
28,200,793,-83464,c1
11,217,810,-83475,c1
1,227,820,-83476,c1
2,226,819,-83478,c1
76,152,745,-83554,c1
12,216,809,-83566,c1
1,227,820,-83567,c1
8,220,813,-83575,c1
19,209,802,-83594,c1
1,227,820,-83595,c1
2,226,819,-83597,c1
126,102,695,-83723,c1
1,227,820,-83724,c1
24,204,797,-83748,c1
1,227,820,-83749,c1
1,227,820,-83750,c1
170,58,651,-83920,c1
1,227,820,-83921,c1
7,221,814,-83928,c1
5,223,816,-83933,c1
6,222,815,-83939,c1
1,227,820,-83940,c1
3,225,818,-83943,c1
5,223,816,-83948,c1
1,227,820,-83949,c1
1,227,820,-83950,c1
160,68,661,-84110,c1
1,227,820,-84111,c1
6,222,815,-84117,c1
1,227,820,-84118,c1
6,222,815,-84124,c1
5,223,816,-84129,c1
1,227,820,-84130,c1
0,228,821,-84130,c1
1,227,820,-84131,c1
1,227,820,-84132,c1
1,227,820,-84133,c1
1,227,820,-84134,c1
1,227,820,-84135,c1
13,215,808,-84148,c1
1,227,820,-84149,c1
3,225,818,-84152,c1
10,218,811,-84162,c1
1,227,820,-84163,c1
7,221,814,-84170,c1
1,227,820,-84171,c1
9,219,812,-84180,c1
1,227,820,-84181,c1
1,227,820,-84182,c1
2,226,819,-84184,c1
10,218,811,-84194,c1
1,227,820,-84195,c1
1,227,820,-84196,c1
6,222,815,-84202,c1
1,227,820,-84203,c1
1,227,820,-84204,c1
8,220,813,-84212,c1
3,225,818,-84215,c1
6,222,815,-84221,c1
5,223,816,-84226,c1
2,226,819,-84228,c1
1,227,820,-84229,c1
264,-36,557,-84493,c1
5,223,816,-84498,c1
1,227,820,-84499,c1
2,226,819,-84501,c1
2,226,819,-84503,c1
9,219,812,-84512,c1
1,227,820,-84513,c1
13,215,808,-84526,c1
3,225,818,-84529,c1
2,226,819,-84531,c1
34,194,787,-84565,c1
1,227,820,-84566,c1
1,227,820,-84567,c1
16,212,805,-84583,c1
1,227,820,-84584,c1
52,176,769,-84636,c1
32,196,789,-84668,c1
1,227,820,-84669,c1
1,227,820,-84670,c1
1,227,820,-84671,c1
21,207,800,-84692,c1
1,227,820,-84693,c1
22,206,799,-84715,c1
2,226,819,-84717,c1
1,227,820,-84718,c1
10,218,811,-84728,c1
1,227,820,-84729,c1
10,218,811,-84739,c1
40,188,781,-84779,c1
3,225,818,-84782,c1
1,227,820,-84783,c1
4,224,817,-84787,c1
2,226,819,-84789,c1
4,224,817,-84793,c1
1,227,820,-84794,c1
2,226,819,-84796,c1
2,226,819,-84798,c1
15,213,806,-84813,c1
2,226,819,-84815,c1
1,227,820,-84816,c1
226,2,595,-85042,c1
1,227,820,-85043,c1
2,226,819,-85045,c1
5,223,816,-85050,c1
59,169,762,-85109,c1
3,225,818,-85112,c1
8,220,813,-85120,c1
1,227,820,-85121,c1
3,225,818,-85124,c1
1,227,820,-85125,c1
2,226,819,-85127,c1
1,227,820,-85128,c1
1,227,820,-85129,c1
1,227,820,-85130,c1
2,226,819,-85132,c1
3,225,818,-85135,c1
17,211,804,-85152,c1
3,225,818,-85155,c1
1,227,820,-85156,c1
6,222,815,-85162,c1
99,129,722,-85261,c1
5,223,816,-85266,c1
3,225,818,-85269,c1
3,225,818,-85272,c1
1,227,820,-85273,c1
14,214,807,-85287,c1
3,225,818,-85290,c1
18,210,803,-85308,c1
1,227,820,-85309,c1
2,226,819,-85311,c1
1,227,820,-85312,c1
9,219,812,-85321,c1
69,159,752,-85390,c1
2,226,819,-85392,c1
1,227,820,-85393,c1
4,224,817,-85397,c1
33,195,788,-85430,c1
45,183,776,-85475,c1
1,227,820,-85476,c1
1,227,820,-85477,c1
1,227,820,-85478,c1
8,220,813,-85486,c1
1,227,820,-85487,c1
1,227,820,-85488,c1
7,221,814,-85495,c1
2,226,819,-85497,c1
1,227,820,-85498,c1
3,225,818,-85501,c1
11,217,810,-85512,c1
3,225,818,-85515,c1
21,207,800,-85536,c1
1,227,820,-85537,c1
4,224,817,-85541,c1
1,227,820,-85542,c1
1,227,820,-85543,c1
39,189,782,-85582,c1
1,227,820,-85583,c1
9,219,812,-85592,c1
2,226,819,-85594,c1
9,219,812,-85603,c1
2,226,819,-85605,c1
5,223,816,-85610,c1
4,224,817,-85614,c1
2,226,819,-85616,c1
29,199,792,-85645,c1
